PORTFOLIO COMPANY ID,COMPANY NAME,REGION,ADDRESS,CITY,STATE,ZIPCODE,COUNTRY,WEBSITE,EMAIL,TEL,FAX,FOUNDED YEAR,PRIMARY INDUSTRY,SUB INDUSTRIES,VERTICALS,COMPANY STAGE,LATEST ROUND DIRECTION,INVESTORS,TOTAL AMOUNT RAISED (USD MN),EBITDA (USD MN),OPERATING INCOME (USD MN),NET INCOME (USD MN),REVENUE (USD MN),% REVENUE GROWTH YOY,% OPERATING MARGIN,% EBTIDA MARGIN,% NET MARGIN,FUNDING ROUNDS/NUMBER OF DEALS,MOST RECENT DEAL TYPE/STAGE,MOST RECENT DEAL DATE,MOST RECENT DEAL SIZE (USD MN),MOST RECENT DEAL SIZE EQUITY (USD MN),MOST RECENT DEAL SIZE DEBT (USD MN),EMPLOYEE COUNT,INVESTED FUNDS (ESTIMATED**),ACTIONABILITY SIGNAL,FUNDING TYPE,OWNERSHIP TYPE,POST-MONEY VALUATION (USD MN - ESTIMATED**),POST-MONEY VALUATION (USD MN)
480676,OPALai,Asia,#19-08 Prudential Tower 30 Cecil Street,Singapore,,49712,Singapore,www.opalai.com,info@opalai.com,,,,Financial Services,"e-Financial, Internet, Accounting/Finance Software, Information Services",Wealth Management,Series A,,,2.50,-0.25,-0.25,-0.25,0.62,-60.92%,-40%,-39.6%,-40%,1,Series A,03-Mar-2020,2.52,,,14,,-,VC-Backed,Private,,12.60
480585,Lyte Ventures,Asia,6 Bukit Pasoh Road #02-00,Singapore,,89820,Singapore,www.lyteventures.com,info@lyteventures.com,+65 6951 6469,,2017,Financial Services,"e-Financial, Accounting Services","FinTech, Mobile Apps",Series A,,,5.90,-0.70,-0.76,-1.56,0.97,132.59%,-78.7%,-72.7%,-161.4%,2,Series A,28-Apr-2020,4.92,,,42,,-,VC-Backed,Private,,22.16
480579,MilkADeal Cashback,Asia,"The Boulevard, 17-2, Signature Office, Lingkaran Syed Putra, Mid Valley City ",Kuala Lumpur,,59200,Malaysia,www.milkadeal.com/,support@milkadeal.com,+603 2201 3850,,2011,Software,"e-Financial, Accounting/Finance Software","Processing & Payment Infrastructure, eWallets & Money Transfer",Angel & Seed,,,0.20,,,,,,,,,1,Seed,18-Aug-2014,0.16,,,6,,-,VC-Backed,Private,,1.58
480554,Lumiq,Asia,79 Ayer Rajah Crescent #01-11/12,Singapore,,139955,Singapore,www.lumiq.com,info@lumiq.com,+65 6974 8209,,2015,Software,"Analytics & Performance Software, Accounting/Finance Software","Deep Learning, Machine Learning, Mobile Apps, Paas, Wealth Management",Series A,,,2.70,-0.68,-0.74,-0.76,0.00,,-26777.4%,-24488.7%,-27273.3%,3,Series A,18-Aug-2021,0.62,,,293,,-,VC-Backed,Private,,7.25
480553,Kiplepay Sdn Bhd,Asia,"B-23A-3, The Ascent Paradigm No.1 Jalan SS7/26A, Ss 3",Petaling Jaya,Selangor,47301,Malaysia,www.kiple.com,support@kiplepay.com,+603 2714 6288,,2016,Financial Services,"e-Financial, Web Applications","Mobile Apps, Processing & Payment Infrastructure, eWallets & Money Transfer",Angel & Seed,,,0.70,,,,,,,,,1,Seed,06-Jan-2017,0.67,,,65,,-,VC-Backed,Private,,2.98
480522,Moneybay,Asia,"11-9, The Boulevard Offices Lingkaran Syed Putra, Mid Valley City",Kuala Lumpur,,58000,Malaysia,www.moneybay.co,ask@moneybay.co,,,2016,Financial Services,"Internet, e-Financial","Exchange/Trading Platforms, Mobile Apps",Angel & Seed,,,0.20,,,,,,,,,1,Seed,14-Jul-2018,0.21,,,7,,-,VC-Backed,Private,,2.34
480516,InvoiceInterchange,Asia,"1 Paya Lebar Link, #04-01 Paya Lebar Quarter 1 ",Singapore,,408533,Singapore,www.invoiceinterchange.com,info@invoiceinterchange.com,+65 65918895,,2015,Financial Services,Accounting Services,FinTech,Series A,,,1.40,-0.04,-0.06,-0.06,0.23,-27.87%,-26.1%,-17.3%,-25.2%,2,Series A,23-Jan-2018,1.20,,,4,,-,VC-Backed,Private,,12.16
480506,FOMO Pay Pte Ltd,Asia,138 Robinson Road #18-02 Oxley Tower,Singapore,,68906,Singapore,www.fomopay.com,sales@fomopay.com,+65 6715 8451,,2014,Financial Services,"e-Financial, Accounting/Finance Software, Sales & Marketing Software","Mobile Apps, Point of Sale Data, Processing & Payment Infrastructure, eWallets & Money Transfer",Series A,,"Ab Initio Capital, HashKey Capital, Republic Capital, AntAlpha, Jump Crypto",13.50,0.24,0.16,0.17,2.72,4.51%,6%,8.9%,6.1%,2,Series A,18-Aug-2022,13.00,,,30,"Ab Initio Capital, Hashkey Fintech Investment Fund",-,VC-Backed,Private,,4.91
480491,Junotele,Asia,30 Cecil Street #19-08 Prudential Tower,Singapore,,49712,Singapore,www.junotele.com,,,,2011,Financial Services,"e-Financial, Telecoms, Internet","Paas, Processing & Payment Infrastructure",Series A,,,0.90,-0.01,-0.01,-0.01,0.00,-77.27%,-360.5%,-360.5%,-370.5%,1,Series A,05-Jul-2018,0.86,,,15,,-,VC-Backed,Private,,22.42
480429,iFast,Asia,10 Collyer Quay #26-01 Ocean Financial Centre Building,Singapore,,49315,Singapore,https://corp.ifastfinancial.co.in,ifastadmin@ifastfinancial.com,+65 6557 2000,+65 6557 2601,2000,Financial Services,"e-Financial, Accounting/Finance Software","Mobile Apps, Wealth Management",Series A,,,5.90,-0.82,-1.04,-1.06,1.47,-17.54%,-70.5%,-55.6%,-71.8%,3,Series A,20-Jul-2020,3.78,,,472,,-,VC-Backed,Private,,9.37
480300,InfoCorp Technologies,Asia,"7 Temasek Boulevard, #12-07, Suntec Tower One ",Singapore,,38987,Singapore,www.infocorp.io,info@infocorp.io,,,2015,Financial Services,"Internet, e-Financial","Processing & Payment Infrastructure, Smart Contracts",Angel & Seed,,,0.60,-4.16,-4.17,-4.17,0.00,-99.97%,-535585.3%,-534605.8%,-535585.3%,1,Seed,27-Aug-2019,0.59,,,13,,-,VC-Backed,Private,,83.46
480220,EmpatKali,Asia,"68 Circular Road, #02-01 ",,,49422,Singapore,www.empatkali.co.id,,,,2018,Financial Services,"e-Financial, Accounting/Finance Software","Lending, eWallets & Money Transfer",Angel & Seed,,,0.40,-0.76,-0.79,-0.79,0.00,,-20883.5%,-19937.8%,-20862.4%,1,Seed,26-Jun-2020,0.37,,,12,,-,VC-Backed,Private,,4.54
480201,Hearti Lab,Asia,18 Cross Street #02-101,Singapore,,48423,Singapore,www.hearti.io,contact@hearti.io,+65 6911 1932,,2014,Software,"Claims Administration & Processing, HR & Workforce Software","Artificial Intelligence, Blockchain, FinTech, Mobile Apps, Paas",Series A,,,2.60,-0.30,-0.30,-0.30,0.92,13.75%,-32.7%,-32.7%,-32.8%,2,Series A,05-May-2020,2.04,,,21,,-,VC-Backed,Private,,15.01
480191,Deepscope,Asia,"2 K.C.C. Building, Office Room 404 Soi Silom 9, Silom Road, Silom, Bangrak",Bangkok,,10500,Thailand,www.deepscope.com,contact@deepscope.com,+6684 928 4514,,2015,Financial Services,"e-Financial, Accounting/Finance Software","Artificial Intelligence, Exchange/Trading Platforms",Angel & Seed,,,0.60,,,,,,,,,1,Seed,19-Jul-2018,0.55,,,10,,-,VC-Backed,Private,,1.78
480181,ELUME,Asia,"105 Sims Avenue, #02-09, Chancerlodge Complex ",,,387429,Singapore,,,,,,Outsourcing,e-Financial,"Blockchain, Exchange/Trading Platforms, Lending, Wealth Management",Angel & Seed,,,0.70,-0.03,-0.03,-0.03,0.00,,,,,1,Seed,27-Feb-2019,0.74,,,,,-,VC-Backed,Private,,3.70
480141,CrediLinq A. I Pte. Ltd.,Asia,"73 Jalan Tua Kong #10-05, Park East",,,457266,Singapore,www.credilinq.ai,contact@credilinq.ai,+65 8332 7436,,2020,Financial Services,"Application Integration Software, e-Financial, Accounting/Finance Software, Analytics & Performance Software","Lending, Machine Learning, Processing & Payment Infrastructure, Saas",Angel & Seed,,"500 Global, GK-Plug and Play Indonesia, 1982 Ventures, Sketchnote, Epic Angels, White Venture Capital, Boleh Ventures, Sequoia Sprouts, Arkana Ventures",3.60,,,,,,,,,3,Unspecified Round,30-May-2022,2.60,,,54,500 Global SPV I,-,VC-Backed,Private,,3.97
480054,Doxa,Asia, ,Singapore,,79903,Singapore,www.doxa-holdings.com,,,,2019,Information Services,"Information Services, Accounting/Finance Software, Analytics & Performance Software","Artificial Intelligence, Blockchain, Processing & Payment Infrastructure, Saas",Angel & Seed,,,2.20,0.20,0.18,0.18,0.71,,24.9%,28.9%,24.9%,1,Seed,17-Mar-2022,2.22,,,39,,-,VC-Backed,Private,,11.59
480031,Commodities Intelligence Centre (CIC),Asia,"501 Orchard Road, #19-01 Wheelock Place",Singapore,,238880,Singapore,www.cic-tp.com,customerservice@cic-tp.com,+65 63038899,,2018,Software,"Logistics Software, Analytics & Performance Software","Blockchain, Exchange/Trading Platforms, RegTech",Series A,,,7.50,-1.55,-2.24,0.09,"1,140.06",25.12%,-0.2%,-0.1%,0%,1,Series A,08-Jun-2018,7.50,,,16,,-,VC-Backed,Private,,7.50
480008,COINUT,Asia,6 Shenton Way #22-08 OUE Downtown 2,Singapore,,68809,Singapore,www.coinut.com,support@coinut.com,,,2013,Financial Services,e-Financial,"Cryptocurrency, Exchange/Trading Platforms, Mobile Apps",Angel & Seed,,,0.50,-0.17,-0.17,-0.17,0.06,82.05%,-284.4%,-284.4%,-284.4%,1,Seed,06-May-2016,0.50,,,18,,-,VC-Backed,Private,,2.80
479939,Finology,Asia,"52-1, Jalan Awan Hijau Taman Overseas Union",Kuala Lumpur,,58200,Malaysia,www.finology-group.com,,,,2017,Financial Services,"e-Financial, Internet, Business Support Services, eMarketing/Digital Marketing, Insurance","InsureTech, Lending",Series A,,,0.70,,,,,,,,,2,Series A,16-Dec-2016,0.42,,,66,,-,VC-Backed,Private,,2.84
479929,Alluma,Asia,989C Jurong West Street 93 #15-667,Singapore,,643989,Singapore,www.alluma.io,,,,2017,Financial Services,"e-Financial, Web Applications","Exchange/Trading Platforms, Mobile Apps, Processing & Payment Infrastructure",Angel & Seed,,"Aequitas Law, Swiss Founders Fund",0.70,,,,,,,,,1,Seed,23-Mar-2018,0.72,,,,SFF Venture Partners,-,VC-Backed,Private,,12.39
479928,ecxx.com,Asia,"223 Mountbatten Road, #03-09, 223 ",,,398008,Singapore,www.ecxx.com/,,,,,Financial Services,"Accounting/Finance Software, e-Financial","Cryptocurrency, Exchange/Trading Platforms",Angel & Seed,,,4.30,-3.13,-3.16,-3.17,0.03,54.73%,-9710.9%,-9590.4%,-9718.6%,2,Seed,05-Feb-2021,1.40,,,6,,-,VC-Backed,Private,,41.40
479895,Ascent ,Asia,16 Collyer Quay Income @ Raffles #11-02,,,49318,Singapore,www.ascentbusiness.com,,,,2013,Financial Services,"e-Financial, Accounting/Finance Software","FinTech, Saas",Series A,Up Round,SterlingForte,2.80,-0.49,-0.63,-0.65,0.78,,-80.5%,-63.7%,-83.4%,3,Series A,14-Oct-2019,0.95,,,56,,-,VC-Backed,Private,,34.34
479886,Bondlinc,Asia,"14 Robinson Road, Floor 8, Unit 1A ",Singapore,,48545,Singapore,www.bondlinc.com,info@bondlinc.com,+65 9180 3102,,2016,Information Services,"e-Financial, Information Services","Mobile Apps, RegTech, Wealth Management",Series A,,"The FinLab, FICA",1.70,-0.11,-0.18,-0.18,0.43,60.76%,-41.4%,-26.3%,-41.7%,1,Series A,18-Mar-2019,1.71,,,9,,-,VC-Backed,Private,,7.40
479882,ASYX ,Asia,"1 Nanson Road, Level 3 ",,,238909,Singapore,http://www.asyx.com,info@asyx.com,+65 (21) 292 77 600,,2006,Financial Services,"Accounting Services, Accounting/Finance Software, Application Integration Software, Logistics Software","Cloud Computing, FinTech, Smart Supply Chain",Angel & Seed,,Kommunity Ventures,2.40,-0.14,-0.16,-0.15,0.02,,-901.9%,-789.4%,-839.6%,1,Seed,19-Oct-2020,2.40,,,54,,-,VC-Backed,Private,,7.50
479865,Cashwagon,Asia,50 South Bridge Road #03-00,Singapore,,58682,Singapore,www.cashwagon.com,pr@cashwagon.com,,,2017,Financial Services,"Internet, Business Support Services, Financial Services",Lending,Series A,,,16.00,-5.40,-5.61,-7.77,38.58,16119.58%,-14.5%,-14%,-20.1%,1,Series A,31-Aug-2018,16.00,,,205,,-,VC-Backed,Private,,20.00
479845,Cake DeFi,Asia,"71 Robinson Road, #15-106 ",Singapore,,68895,Singapore,www.cakedefi.com/,,,,2019,Financial Services,"e-Financial, Software","Blockchain, Exchange/Trading Platforms, Lending, Mobile Apps",Angel & Seed,,,2.00,,,,,,,,,1,Seed,10-Apr-2020,2.00,,,107,,-,VC-Backed,Private,,10.01
479837,Aluna.Social,Asia,27 Goodman Road ,,,438990,Singapore,www.aluna.social/,,,,2017,Financial Services,"Accounting/Finance Software, e-Financial","Cryptocurrency, Exchange/Trading Platforms",Angel & Seed,,Cadenza Capital Management ,0.40,0.92,0.92,0.92,0.00,,,,,1,Seed,10-Aug-2021,0.40,,,8,Cadenza Ventures Fund I,-,VC-Backed,Private,,7.36
479826,Alterra,Asia,"Chubb Square Building, Thamrin Nine Podium, 9th Floor, Jl MH Thamrin No.10, Kel. Kebon Melati Kec. Tanah Abang, City of Adm., Central Jakarta",Jakarta,,,Indonesia,www.alterra.id/,contact.us@kemendag.go.id,+62 21 3858171,,2015,Software,"e-Financial, Social Networking & Communication Platform, Accounting/Finance Software","E-commerce, Processing & Payment Infrastructure",Series A,Up Round,"Beenos, Bridestory , Alpha JWC Ventures, Captii Ventures, Integrated Asset Management, Stellar Kapital, Octava",5.30,,,,,,,,,2,Series A,16-Apr-2018,1.95,,,438,"Alpha JWC Ventures I, Stellar Kapital Fund I",-,VC-Backed,Private,,23.24
479825,Cache,Asia,6 Changi South Street 3 ,Singapore,,486128,Singapore,https://cache.gold/,contact@cache.gold,+65 6741 1631,,2018,Financial Services,"Internet, Financial Services","Blockchain, Exchange/Trading Platforms",Series A,,,1.80,,,,,,,,,2,Series A,08-Jul-2021,1.37,,,,,-,VC-Backed,Private,,17.00
479775,Biztory,Asia,"CO3 Social Office 2-3, Jalan Merbah 1, Bandar Puchong Jaya Puchong",Selangor,,Selangor,Malaysia,www.biztory.com.my,ask@biztory.com.my,+60 0162601059,,2016,Software,"Accounting/Finance Software, Accounting Services","FinTech, Saas",Angel & Seed,,,0.20,,,,,,,,,1,Seed,15-May-2020,0.24,,,12,,-,VC-Backed,Private,,1.60
479757,Bizhare,Asia,"Digitaraya Tower Jalan Raden Saleh Raya No. 46A, RT 1 / RW 2 Cikini, Menteng, Central Jakarta ",Jakarta,,10330,Indonesia,www.bizhare.id,info@bizhare.id,+62 0811 101 430,,2017,Financial Services,e-Financial,FinTech,Angel & Seed,,"PT. Generasi Digital Internasional, Angel Central Syndicate, GK-Plug and Play Indonesia",0.50,,,,,,,,,1,Seed,30-Apr-2021,0.52,,,41,,-,VC-Backed,Private,,2.25
479744,Balo (Moo-Lah Technologies),Asia,81 Ayer Rajah Crescent ,Singapore,,139967,Singapore,www.balo.app,,,,2016,Financial Services,"Accounting/Finance Software, e-Financial","Mobile Apps, Wealth Management, eWallets & Money Transfer",Angel & Seed,,,1.10,-0.33,-0.33,-0.38,0.00,,-1220764.9%,-1199864.9%,-1405002.7%,1,Seed,01-Jul-2020,1.12,,,23,,-,VC-Backed,Private,,5.79
479633,Circopay,Asia,160 Robinson Road #14-04,,,68914,Singapore,www.circopay.com,,,,2019,Outsourcing,Financial Services,FinTech,Angel & Seed,,,0.80,-0.41,-0.41,-0.41,0.00,,-14681.5%,-14678.1%,-14681.5%,2,Seed,01-Feb-2021,0.60,,,1,,-,VC-Backed,Private,,3.60
479620,Chynge,Asia,80 Robinson Road #08-01 ,,,68898,Singapore,www.chynge.com,info@chynge.com,,,2015,Financial Services,e-Financial,"Blockchain, Mobile Apps, Processing & Payment Infrastructure",Angel & Seed,,,0.80,-0.38,-0.38,-0.38,0.00,-99.96%,-333768.8%,-332918.5%,-333768.8%,1,Seed,05-Nov-2018,0.83,,,8,,-,VC-Backed,Private,,11.80
479598,Shorter Finance,Asia, ,Singapore,,,Singapore,https://shorter.finance,shorter@ipilabs.com,,,2019,Financial Services,e-Financial,"Cryptocurrency, Exchange/Trading Platforms",Angel & Seed,,"IDG Capital, NF Ventures, Halls Investments, Circle Ventures, Hedgue LLP",4.00,,,,,,,,,1,Angel,11-Apr-2022,4.00,,,,Korea Venture Fund,-,VC-Backed,Private,,
479506,HedgeSPA Pte. Ltd.,Asia,29 Media Circle #04-14 ,Singapore,,138565,Singapore,www.hedgespa.com,enquiries@hedgespa.com,+65 918 31492,,,Software,"Customer Relationship Management, Analytics & Performance Software","Cloud Computing, FinTech, Financial Data",Angel & Seed,,,0.60,-0.11,-0.11,-0.11,-0.08,-2176.94%,129.4%,124.9%,129.4%,1,Seed,28-Oct-2016,0.55,,,6,,-,VC-Backed,Private,,9.77
479501,RV SG Pte. Ltd.,Asia,"12 Kallang Avenue #03-26 Aperia, The Annex",Singapore,,33951,Singapore,www.realvantage.co,support@realvantage.co,+65 8817 6239,,2019,Financial Services,"Accounting/Finance Software, Commercial Property, e-Financial, Real Estate Development & Operating Companies","Real Estate Tech, Wealth Management",Series A,,Bond Capital,2.00,,,,,,,,,2,Unspecified Round,04-Aug-2022,1.00,,,19,,-,VC-Backed,Private,,18.52
479497,Noviscient Pte. Ltd.,Asia,168 Robinson Road #12-01 Capital Tower ,Singapore,,68912,Singapore,www.noviscient.com,,,,2016,Financial Services,"e-Financial, Private Equity",Wealth Management,Angel & Seed,,,1.60,-0.42,-0.43,-0.43,0.00,,-115950.6%,-115713.4%,-115950.6%,1,Seed,13-Aug-2021,1.60,,,8,,-,VC-Backed,Private,,6.52
479427,RociFi ,Asia,1 George Street #10-01,,,49145,Singapore,http://www.roci.fi,,,,2021,Financial Services,"Financial Services, Web Applications, Web Development","Lending, Smart Contracts",Angel & Seed,,"GoldenTree Asset Management, Arrington XRP Capital, LD Capital, Skynet Trading, Nexo Ventures",2.70,,,,,,,,,1,Seed,01-Nov-2021,2.70,,,13,,-,VC-Backed,Private,,
479272,allra fintech Corp.,Asia,"615, Seolleung-ro, Gangnam-gu ",Seoul,,6103,South Korea,www.allra.co.kr/,help@allra.co.kr,+82 18111463,,2019,Financial Services,Financial Services,"Processing & Payment Infrastructure, eWallets & Money Transfer",Series A,,"Banks Foundation for Young Entrepreneurs, Kiwoom Investment, Seoul Technology Holdings, Must Ventures, Do Ventures, Nextrans Inc.",3.40,,,,,,,,,2,Series A,09-Feb-2022,3.35,,,,"Seoul STH Fintech Venture Fund, Kiwoom New Hero Fintech Innovation Fund III, Must Venture Fund IV",-,VC-Backed,Private,,
479109,CoverGo Limited,Asia,"112 Robinson Road, 07-01 ",,,68902,Singapore,www.covergo.com,hello@covergo.com,,,2017,Software,"Insurance Intermediaries, Claims Administration & Processing, Software","Digital Brokerage, InsureTech, Robo-advisors, Saas",Series A,,"SixThirty, Old Mutual Investment Group South Africa, Fresco Capital, Tribeca Early Stage Partners, SemperVirens Venture Capital, Asia Financial Holdings Limited, XN Holdings, Inc., Noria Capital",15.00,,,,,,,,,1,Series A,09-May-2022,15.00,,,56,"Fresco Venture Fund III, SixThirty 2.0, SemperVirens Capital Fund II",-,VC-Backed,Private,,
478853,Kard Tech Pte. Ltd.,Asia,160 Robinson Road Number 14-04,Singapore,,68914,Singapore,www.projectarrow.co,help@projectarrow.co,,,2020,Financial Services,"Application Integration Software, Financial Services, Accounting/Finance Software","Paas, Processing & Payment Infrastructure",Angel & Seed,,"Alpha JWC Ventures, Zinal Growth, Sequoia Capital India",4.80,,,,,,,,,1,Seed,25-Apr-2022,4.80,,,25,Alpha JWC Ventures III,-,VC-Backed,Private,,
478794,FINBOTS Ai Solutions Pte Ltd,Asia,3 Phillip Street #13-04 Royal Group Building,Singapore,,48693,Singapore,www.finbots.ai,info@finbots.ai,+65 6909 2922,,2017,Financial Services,"Credit Collections & Services, Accounting/Finance Software, Application Integration Software","Lending, Machine Learning",Series A,,Accel,4.20,-0.44,-0.44,-0.44,0.04,,-1070.7%,-1068.6%,-1070.7%,5,Series A,28-Apr-2022,3.00,,,28,Accel Leaders Fund II,-,VC-Backed,Private,,
478758,Aquariux,Asia,78 Shenton Way #33-00 ,Singapore,,79120,Singapore,www.aquariux.com,info@aquariux.com,+65 6994 2703,,2020,Software,"Accounting/Finance Software, Web Applications, e-Financial","Mobile Apps, Saas, Wealth Management",Early Stage,,,2.20,,,,,,,,,1,Unspecified Round,04-Apr-2022,2.21,,,15,,-,VC-Backed,Private,,
478733,ESG Tech Private Limited,Asia,37 Keong Saik Road Level 2,Singapore,,89144,Singapore,www.esgtech.co,,,,2018,Financial Services,e-Financial,"FinTech, RegTech",Angel & Seed,,,2.00,-0.58,-0.58,-0.58,0.05,,-1241.6%,-1237.6%,-1241.6%,1,Seed,28-Mar-2022,1.95,,,15,,-,VC-Backed,Private,,14.18
478517,DAVOS Custody Pte. Ltd.,Asia,"Le Freeport, 32 Changi North Crecent #B4-005",Singapore,,499643,Singapore,www.davos.sg,,,,2018,Financial Services,Financial Services,Wealth Management,Angel & Seed,,,0.70,-0.36,-0.36,-0.36,0.00,-100%,,,,1,Seed,01-Feb-2019,0.74,,,1,,-,VC-Backed,Private,,7.40
478509,Ata Plus ,Asia,"Level 33, Ilham Tower 8 Jalan Binjai",Kuala Lumpur,,50450,Malaysia,www.ata-plus.com,enquiry@ata-plus.com,,,2015,Financial Services,"Consumer Finance, e-Financial",Lending,Angel & Seed,,,0.10,,,,,,,,,1,Seed,19-Nov-2019,0.10,,,16,,-,VC-Backed,Private,,3.70
478292,pinBox Solutions Pte. Ltd.,Asia,80 Robinson Road #02-00,Singapore,,68898,Singapore,www.pinboxsolutions.com,info@pinboxsolutions.com,,,2016,Financial Services,"Accounting/Finance Software, e-Financial","Paas, Wealth Management",Angel & Seed,,"Venture Catalysts, ADB Ventures, 9Unicorns ",,0.34,0.34,0.22,0.69,-18.61%,49%,49%,32.4%,1,Seed,12-Apr-2022,,,,30,ADB Ventures Investment Fund I,-,VC-Backed,Private,,
478269,"CODEF Co., Ltd.",Asia,"3rd Floor, West Building, Signature Tower, 100 Cheonggyecheon-ro, Supyo-dong, Jung-gu ",Seoul,,,South Korea,www.codef.io,support@codef.io,+82 2 6953 0257,+82 2 6008 0255,2009,Business Support Services,"Data Centers, Healthcare IT, e-Financial","FinTech, HealthTech",Early Stage,,"Settlebank, INC.",8.80,,,,,,,,,1,Unspecified Round,04-May-2022,8.78,,,63,,-,VC-Backed,Private,,
477885,Leap Wallet,Asia, ,,,,Singapore,www.leapwallet.io,,,,2021,Financial Services,"Accounting/Finance Software, e-Financial","Cryptocurrency, Mobile Apps, eWallets & Money Transfer",Early Stage,,"Accel, Pantera Capital, Arrington XRP Capital, Terraform Labs Pte. Ltd., CoinFund Management",3.20,,,,,,,,,1,Unspecified Round,05-Apr-2022,3.20,,,17,"Accel Leaders Fund II, Pantera Blockchain Fund, CoinFund VC Fund III",-,VC-Backed,Private,,40.00
477607,Contxts.io. Ltd. ,Asia,"13, Sinchon-ro Seodaemun-gu",Seoul,,,South Korea,https://nftbank.ai,contact@nftbank.ai,,,2020,Financial Services,e-Financial,"Blockchain, eWallets & Money Transfer",Series A,,"Sequoia Capital, Digital Currency Group, Naver, Bitkraft Ventures, Galaxy Digital, Kakao Corp., Dapper Labs Inc., 1kx, Hashed Ventures, Alameda Research Ventures, 1kx Management",43.20,,,,,,,,,3,Series A,29-Aug-2022,29.72,,,21,"BITKRAFT Ventures Opportunity Fund I, Galaxy Interactive Fund I, SCC Healthcare Principals Fund, Hashed Venture Fund II",-,VC-Backed,Private,,297.20
477519,Meson Network,Asia, ,,,,Singapore,https://meson.network/,,,,2020,Internet,"e-Financial, Internet","Blockchain, E-commerce, Exchange/Trading Platforms",Early Stage,,"Digital Currency Group, DHVC, Libertus Capital, Youbi Capital, CMT Digital, HashKey Capital, SevenX Ventures, Sanctor Capital, Mask Network, Hash Global, Zonff Partners",3.50,,,,,,,,,1,Unspecified Round,25-Jun-2021,3.50,,,9,"Danhua Capital II, Libertus Capital II, CMT Digital Ventures Fund II, Hashkey Fintech Investment Fund",-,VC-Backed,Private,,
477356,Impact Credit Solutions,Asia,"23rd floor, District 8, SCBD Revenue Tower Jl. Jend. Sudirman No.52-53, RT.5/RW.3",Jakarta,,,Indonesia,www.nikel.com,info@nikel.com,,,2018,Financial Services,"Accounting/Finance Software, e-Financial, Application Integration Software",Lending,Series A,Up Round,"500 Global, Patamar Capital, Integra Partners, Central Capital Ventura, M Venture Partners, Looking Glass Capital",5.90,0.53,0.41,-0.37,2.65,101.97%,15.7%,19.9%,-13.9%,3,Series A,31-Mar-2022,2.50,,,6,"Patamar Fund II, 500 Southeast Asia III, M Venture Partners",-,VC-Backed,Private,,29.57
477065,RockX,Asia,60 Robinson Road Singapore Business Federation Center,Singapore,,68914,Singapore,www.rockx.com,inquiry@rockx.com,,,2019,Financial Services,"e-Financial, IT Infrastructure","Cryptocurrency, FinTech",Series A,,"IMO Ventures, FBG Capital, Draper Dragon, Amber Group, Primitive Ventures, Matrixport, Alpha CW, Megastake",6.00,,,,,,,,,1,Series A,05-Apr-2022,6.00,,,21,,-,VC-Backed,Private,,30.00
476642,Digital Collectibles Pte. Ltd.,Asia,68 Circular Road #02-01,Singapore,,49422,Singapore,www.digitalcollectibles.global,support@rario.com,+65 3129 5045,,2021,Software,"Accounting/Finance Software, Conferencing Software, e-Financial, Music & Video Streaming Software, Content Management Software","Artificial Intelligence, Cryptocurrency, Exchange/Trading Platforms",Series A,,"AMP Ventures, August One, Alpha Wave Global, Kingsway Capital, Presight Capital, Tona Investments LP, Dream Capital",87.10,,,,,,,,,2,Series A,20-May-2022,81.28,,,38,Alpha Wave Ventures II,-,VC-Backed,Private,,277.79
476461,JiPay pte ltd,Asia,"160 Robinson Road Suite 14-04, Spore Business Federation Centre",Singapore,,68914,Singapore,www.jipay.app,dayana@jipay.app,,,2020,Financial Services,"e-Financial, Accounting/Finance Software","Mobile Apps, Online Banking",Angel & Seed,,"East Ventures, Manila Angel Investors Network, SHL Capital, Sketchnote",1.30,,,,,,,,,1,Seed,31-Mar-2022,1.30,,,5,Multi-Stage Fund,-,VC-Backed,Private,,
475741,AirCarbon Pte. Ltd.,Asia,"The Centrepoint, 176 Orchard Rd, #05-05 ",Singapore,,238843,Singapore,www.aircarbon.co,info@aricarbon.co,+65 8168 4248,,2019,Financial Services,"Accounting/Finance Software, Financial Services",FinTech,Series A,Up Round,Deutsche Börse AG,6.80,-1.12,-1.12,-1.12,0.00,,-11896061.5%,-11870092.3%,-11895415.4%,3,Unspecified Round,22-Mar-2022,5.00,,,37,,-,VC-Backed,Private,,6.38
475686,Red Door Digital,Asia,"10 Anson Road #17-07, International Plaza ",singapore,,,Singapore,www.reignofterror.io,info@reddoor.digital,,,2020,Software,Gaming,"Blockchain, Exchange/Trading Platforms",Angel & Seed,,"Maven Capital Partners, Cryptology Asset Group, Shima Capital, Lucid Blue Ventures, M6 Ventures",5.00,,,,,,,,,1,Seed,25-Mar-2022,5.00,,,24,"NPIF Maven Equity Finance, Shima Capital Fund I",-,VC-Backed,Private,,
